Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
4090	SMAD5	SMAD family member 5	NM_005903, NM_001001420, NM_001001419	NP_005894.3, NP_001001420.1, NP_001001419.1	ENSG00000113658	chr5:135517348 - 135541067	BMP signaling pathway;embryonic pattern specification;erythrocyte differentiation;integral to membrane;intracellular;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;receptor signaling protein activity;regulation of transcription, DNA-dependent;signal transduction;transcription;transcription factor activity;transcriptional activator activity;transforming growth factor beta receptor signaling pathway	Tumor Suppressor
6595	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	NM_003070, NM_139045	NP_003061.3, NP_620614.2	ENSG00000080503	chr9:2019022 - 2182739	ATP binding;DNA binding;helicase activity;hydrolase activity;nucleoplasm;nucleotide binding;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;transcription;transcription coactivator activity	Tumor Suppressor
6597	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_001128846, NM_003072, NM_001128848, NM_001128845, NM_001128847, NM_001128844, NM_001128849	NP_001122318.1, NP_003063.2, NP_001122320.1, NP_001122317.1, NP_001122319.1, NP_001122316.1, NP_001122321.1	ENSG00000127616	chr19:10955827 - 11033492	ATP binding;DNA binding;helicase activity;hydrolase activity;nucleoplasm;nucleotide binding;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;transcription;transcription coactivator activity;transcription factor activity	TNF_alpha_NF_kB,  Tumor Suppressor
6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	NM_003073, NM_001007468	NP_003064.2, NP_001007469.1	ENSG00000099956	chr22:22459356 - 22506367	cell cycle;chromatin remodeling;DNA integration;negative regulation of progression through cell cycle;nuclear chromosome;nucleoplasm;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;retroviral genome replication;SWI/SNF complex;transcription	TNF_alpha_NF_kB,  Futreal et al 2004,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Nonsense mutation,  Splicing mutation
6605	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	NM_003079	NP_003070.3	ENSG00000073584	chr17:36038562 - 36055580	chromatin binding;chromatin modification;DNA binding;N-acetyltransferase activity;negative regulation of transcription, DNA-dependent;nuclear chromosome;nucleosome disassembly;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;transcription coactivator activity;transcriptional repressor complex	TNF_alpha_NF_kB,  Tumor Suppressor
6608	SMO	smoothened homolog (Drosophila)	NM_005631	NP_005622.1	ENSG00000128602	chr7:128616228 - 128639528	cell development;central nervous system neuron differentiation;cerebellar cortex morphogenesis;cilium;determination of left/right symmetry;developmental growth;dorsal/ventral pattern formation;G-protein coupled receptor activity;G-protein coupled receptor protein signaling pathway;integral to membrane;membrane;membrane fraction;negative regulation of apoptosis;negative regulation of DNA binding;non-G-protein coupled 7TM receptor activity;odontogenesis (sensu Vertebrata);osteoblast differentiation;pattern sp	Hedgehog,  Futreal et al 2004,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
114826	SMYD4	SET and MYND domain containing 4	NM_052928	NP_443160.2	ENSG00000186532	chr17:1631329 - 1678038	binding;metal ion binding;nucleus;zinc ion binding	Tumor Suppressor
26799	SNORD50A	small nucleolar RNA, C/D box 50A			null	chr6:null		Tumor Suppressor
8651	SOCS1	suppressor of cytokine signaling 1	NM_003745	NP_003736.1	ENSG00000185338	chr16:11256200 - 11256836	cytokine and chemokine mediated signaling pathway;cytoplasm;insulin-like growth factor receptor binding;intracellular signaling cascade;JAK-STAT cascade;negative regulation of insulin receptor signaling pathway;negative regulation of JAK-STAT cascade;negative regulation of tyrosine phosphorylation of Stat3 protein;protein kinase binding;protein kinase inhibitor activity;regulation of cell growth;regulation of protein amino acid phosphorylation;ubiquitin cycle	EGFR1,  Kit Receptor,  Protein Kinase,  Stability,  Tumor Suppressor
9021	SOCS3	suppressor of cytokine signaling 3	NM_003955	NP_003946.3	ENSG00000184557	chr17:73866093 - 73866771	anti-apoptosis;intracellular signaling cascade;JAK-STAT cascade;negative regulation of insulin receptor signaling pathway;protein binding;protein kinase inhibitor activity;regulation of cell growth;regulation of protein amino acid phosphorylation	EGFR1,  Protein Kinase,  Tumor Suppressor
6648	SOD2	superoxide dismutase 2, mitochondrial	NM_001024466, NM_000636	NP_001019637.1, NP_001019636.1	ENSG00000112096	chr6:160023514 - 160034189	age-dependent response to reactive oxygen species;manganese ion binding;manganese superoxide dismutase activity;metal ion binding;mitochondrial inner membrane;mitochondrion;oxidoreductase activity;regulation of transcription from RNA polymerase II promoter;response to oxidative stress;response to superoxide;superoxide dismutase activity;superoxide metabolic process	Stability,  Tumor Suppressor
6659	SOX4	SRY (sex determining region Y)-box 4	NM_003107	NP_003098.1	ENSG00000124766	chr6:21702744 - 21704169	exocrine pancreas development;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity	Tumor Suppressor,  Entrez Query:Oncogene
83595	SOX7	SRY (sex determining region Y)-box 7	NM_031439	NP_113627.1	ENSG00000171056	chr8:10620657 - 10625353	nucleus;regulation of transcription from RNA polymerase II promoter;transcription;transcription factor activity	Tumor Suppressor
6667	SP1	Sp1 transcription factor	NM_138473	NP_612482.2	ENSG00000185591	chr12:52060342 - 52091291	double-stranded DNA binding;intracellular;metal ion binding;nucleus;positive regulation of global transcription from RNA polymerase II promoter;positive regulation of transcription, DNA-dependent;protein C-terminus binding;protein homodimerization activity;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity;transcriptional activator activity;zinc ion binding	Androgen Receptor,  EGFR1,  TGFBR,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
10653	SPINT2	serine peptidase inhibitor, Kunitz type, 2	NM_021102	NP_066925.1	ENSG00000167642	chr19:43447372 - 43474486	cell motility;cytoplasm;extracellular region;integral to membrane;membrane;serine-type endopeptidase inhibitor activity;soluble fraction	Tumor Suppressor
6693	SPN	sialophorin (leukosialin, CD43)	NM_003123	NP_003114.1	ENSG00000197471	chr16:29582550 - 29583753	bacterial binding;basement membrane;cell surface receptor linked signal transduction;cellular defense response;chemotaxis;defense response to bacterium;establishment and/or maintenance of cell polarity;external side of plasma membrane;extracellular space;induction of apoptosis by extracellular signals;integral to plasma membrane;membrane;negative regulation of cell adhesion;negative regulation of T cell proliferation;negative regulation of type IV hypersensitivity;negative thymic T cell selection;positive r	Tumor Suppressor
6696	SPP1	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	NM_000582, NM_001040058, NM_001040060	NP_000573.1, NP_001035147.1, NP_001035149.1	ENSG00000118785	chr4:89117071 - 89123072	anti-apoptosis;cell adhesion;cell-matrix adhesion;cytokine activity;extracellular region;extracellular space;integrin binding;negative regulation of bone mineralization;ossification;protein binding;proteinaceous extracellular matrix	Stability,  Tumor Suppressor,  Entrez Query:Oncogene
10253	SPRY2	sprouty homolog 2 (Drosophila)	NM_005842	NP_005833.1	ENSG00000136158	chr13:79808893 - 79809841	branching morphogenesis of a tube;cell fate commitment;cell-cell signaling;inner ear morphogenesis;lung development;membrane;microtubule;multicellular organismal development;negative regulation of MAPK activity;organ morphogenesis;protein binding;regulation of signal transduction;sensory perception of sound	EGFR1,  Tumor Suppressor
6714	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	NM_198291	NP_938033.1	ENSG00000197122	chr20:35445970 - 35465196	ATP binding;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein-tyrosine kinase activity;receptor activity;SH2 domain binding;SH3/SH2 adaptor activity;signal complex formation;transferase activity	Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene
8406	SRPX	sushi-repeat-containing protein, X-linked	NM_006307	NP_006298.1	ENSG00000101955	chrX:37893907 - 37964989	cell adhesion;cell surface;membrane;protein binding	Tumor Suppressor
23635	SSBP2	single-stranded DNA binding protein 2	NM_012446	NP_036578.2	ENSG00000145687	chr5:80752078 - 81082617	cytoplasm;DNA binding;nucleus;regulation of transcription;single-stranded DNA binding;transcription regulator activity	Stability,  Tumor Suppressor
6767	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	NM_003932	NP_003923.2	ENSG00000100380	chr22:39552487 - 39582490	binding;cytoplasm;protein binding, bridging;protein folding	Tumor Suppressor
6768	ST14	suppression of tumorigenicity 14 (colon carcinoma)	NM_021978	NP_068813.1	ENSG00000149418	chr11:129535084 - 129584928	extracellular region;extrinsic to plasma membrane;integral to plasma membrane;plasma membrane;proteolysis;serine-type endopeptidase activity	Tumor Suppressor
7982	ST7	suppression of tumorigenicity 7	NM_021908, NM_018412	NP_068708.1, NP_060882.2	ENSG00000004866	chr7:116380830 - 116650270		Tumor Suppressor
54879	ST7L	suppression of tumorigenicity 7 like	NM_138728, NM_138727, NM_138729, NM_017744	NP_620056.1, NP_620055.1, NP_620057.1, NP_060214.2	ENSG00000007341	chr1:112870157 - 112963258		Tumor Suppressor
9754	STARD8	START domain containing 8	NM_014725	NP_055540.2	ENSG00000130052	chrX:67852941 - 67860989	GTPase activator activity;intracellular;signal transduction	Tumor Suppressor
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	NM_213662, NM_139276, NM_003150	NP_998827.1, NP_644805.1, NP_003141.2	ENSG00000168610	chr17:37721288 - 37754060	acute-phase response;calcium ion binding;cell motility;cytokine and chemokine mediated signaling pathway;cytoplasm;hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity;intracellular signaling cascade;JAK-STAT cascade;negative regulation of transcription from RNA polymerase II promoter;nervous system development;nucleus;signal transducer activity;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
6776	STAT5A	signal transducer and activator of transcription 5A	NM_003152	NP_003143.2	ENSG00000126561	chr17:37694955 - 37716213	calcium ion binding;cytokine and chemokine mediated signaling pathway;cytoplasm;development of secondary female sexual characteristics;development of secondary male sexual characteristics;immune response;intracellular signaling cascade;JAK-STAT cascade;lactation;luteinization;mammary gland development;natural killer cell differentiation;negative regulation of apoptosis;negative regulation of erythrocyte differentiation;nucleus;positive regulation of activated T cell proliferation;positive regulation of B ce	EGFR1,  Kit Receptor,  Tumor Suppressor
55240	STEAP3	STEAP family member 3	NM_018234	NP_060704.2	ENSG00000115107	chr2:119719542 - 119737384	apoptosis;cell cycle;copper ion binding;electron transport;FAD binding;integral to membrane;ion transport;iron ion binding;iron ion transport;membrane;metal ion binding;multivesicular body;oxidoreductase activity;protein secretion	Tumor Suppressor
6786	STIM1	stromal interaction molecule 1	NM_003156	NP_003147.2	ENSG00000167323	chr11:3834076 - 4069604	activation of store-operated calcium channel activity;calcium ion binding;detection of calcium ion;endoplasmic reticulum;integral to endoplasmic reticulum membrane;integral to plasma membrane;ion transport;membrane;protein binding;regulation of calcium ion transport	Stability,  Tumor Suppressor
6794	STK11	serine/threonine kinase 11	NM_000455	NP_000446.1	ENSG00000118046	chr19:1157912 - 1177646	ATP binding;cell cycle;cell cycle arrest;cytoplasm;magnesium ion binding;manganese ion binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	TGFBR,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
6788	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	NM_006281	NP_006272.2	ENSG00000104375	chr8:99537245 - 99906944	apoptosis;ATP binding;cytoplasm;magnesium ion binding;nucleotide binding;nucleus;positive regulation of apoptosis;protein amino acid phosphorylation;protein dimerization activity;protein kinase activity;protein kinase cascade;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase,  Tumor Suppressor
6789	STK4	serine/threonine kinase 4	NM_006282	NP_006273.1	ENSG00000101109	chr20:43028623 - 43137231	apoptosis;ATP binding;cell morphogenesis;cell surface receptor linked signal transduction;integral to membrane;magnesium ion binding;nucleotide binding;nucleus;peptidyl-serine phosphorylation;positive regulation of apoptosis;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein homodimerization activity;protein kinase cascade;protein serine/threonine kinase activity;protein-tyrosine kinase activity;signal transduction;transcription factor binding;transferase activity	Protein Kinase,  Stability,  Tumor Suppressor
3925	STMN1	stathmin 1/oncoprotein 18	NM_203399	NP_981946.1	ENSG00000117632	chr1:26100093 - 26103754	cell differentiation;cytoplasm;cytosol;intracellular;intracellular signaling cascade;microtubule;microtubule depolymerization;mitotic spindle organization and biogenesis;multicellular organismal development;nervous system development;protein binding;signal transducer activity;tubulin binding	Tumor Suppressor
